phrase_id,sent_id,sent,ground,three-scale,five-scale,vector,three-scale,five-scale
186445,10425,Not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans .,0.38889,neutral,negative,,,
225197,11288,Not just unlikable .,0.25,negative,negative,,,
225200,9154,"Not kids , who do n't need the lesson in repugnance .",0.5,neutral,neutral,,,
67898,3508,Not many movies have that kind of impact on me these days .,0.83333,positive,positive,,,
225201,7842,Not nearly long enough .,0.47222,neutral,neutral,,,
147790,6812,Not once does it come close to being exciting .,0.20833,negative,negative,,,
186450,11226,"Not once in the rush to save the day did I become very involved in the proceedings ; to me , it was just a matter of ` eh . '",0.33333,neutral,negative,,,
108061,6706,Not one moment in the enterprise did n't make me want to lie down in a dark room with something cool to my brow .,0.48611,neutral,neutral,,,
108063,4683,"Not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece .",0.83333,positive,positive,,,
46357,2196,"Not only a reminder of how they used to make movies , but also how they sometimes still can be made .",0.73611,positive,positive,,,
108065,5811,"Not only are the film 's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0.055556,negative,very negative,,,
225202,1209,"Not only are the special effects and narrative flow much improved , and Daniel Radcliffe more emotionally assertive this time around as Harry , but the film conjures the magic of author J.K. Rowling 's books .",0.83333,positive,positive,,,
67901,3039,"Not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",1,positive,positive,,,
186451,10830,"Not only does LeBlanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",0.27778,negative,negative,,,
67902,4280,"Not only does Spider-Man deliver , but I suspect it might deliver again and again .",0.81944,positive,positive,,,
147792,8431,"Not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well .",0.30556,negative,negative,,,
186453,9562,"Not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy Hollywood at its laziest .",0.11111,negative,very negative,,,
26229,1147,"Not only is Undercover Brother as funny , if not more so , than both Austin Powers films , but it 's also one of the smarter , savvier spoofs to come along in some time .",0.81944,positive,positive,,,
225203,6321,"Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .",0.083333,negative,very negative,,,
108067,4708,"Not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .",0.88889,positive,positive,,,
147794,6799,"Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .",0.23611,negative,negative,,,
147796,7467,"Not only unfunny , but downright repellent .",0.11111,negative,very negative,,,
67909,4027,"Not quite as miraculous as its DreamWorks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .",0.63889,neutral,positive,,,
108068,6437,"Not really a thriller so much as a movie for teens to laugh , groan and hiss at .",0.33333,neutral,negative,,,
147798,7833,Not really bad so much as distasteful : We need kidnapping suspense dramas right now like we need doomsday thrillers .,0.375,neutral,negative,,,
147800,7600,Not since Freddy Got Fingered has a major release been so painful to sit through .,0.15278,negative,very negative,,,
67911,3342,Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .,0.80556,positive,positive,,,
46359,1504,Not since Japanese filmmaker Akira Kurosawa 's Ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .,0.80556,positive,positive,,,
46361,1436,Not since Tom Cruise in Risky Business has an actor made such a strong impression in his underwear .,0.76389,positive,positive,,,
225206,687,Not so much a movie as a picture book for the big screen .,0.33333,neutral,negative,,,
108069,5690,Not so much farcical as sour .,0.22222,negative,negative,,,
147802,8067,"Not so much funny as aggressively sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined TV amiability that Allen personifies .",0.375,neutral,negative,,,
147805,9017,Not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,0.30556,negative,negative,,,
186461,10264,"Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .",0.27778,negative,negative,,,
108071,6717,"Not the Great American Comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too .",0.75,positive,positive,,,
67914,2927,"Not the best Herzog perhaps , but unmistakably Herzog .",0.51389,neutral,neutral,,,
46368,1656,"Not the kind of film that will appeal to a mainstream American audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .",0.80556,positive,positive,,,
225209,7040,"Not to mention a sharper , cleaner camera lens .",0.55556,neutral,neutral,,,
225210,4930,Not to mention absolutely refreshed .,0.80556,positive,positive,,,
108074,5524,"Not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .",0.69444,positive,positive,,,
26235,495,Not too far below the gloss you can still feel director Denis Villeneuve 's beating heart and the fondness he has for his characters .,0.77778,positive,positive,,,
26237,1126,"Nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative Nine Queens is lots of fun .",0.69444,positive,positive,,,
26239,966,"Nothing Denis has made before , like Beau Travil and Nenette et Boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre .",0.29167,negative,negative,,,
147807,8851,Nothing about it fits .,0.20833,negative,negative,,,
186465,9967,Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .,0.125,negative,very negative,,,
186467,11426,Nothing about them is attractive .,0.27778,negative,negative,,,
186469,9549,Nothing about this movie works .,0.125,negative,very negative,,,
225212,11265,Nothing but an episode of Smackdown !,0.31944,negative,negative,,,
108078,6079,"Nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",0.36111,neutral,negative,,,
67918,2304,Nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .,0.68056,positive,positive,,,
147812,8163,"Nothing debases a concept comedy quite like the grinding of bad ideas , and Showtime is crammed full of them .",0.18056,negative,very negative,,,
186477,11235,"Nothing happens , and it happens to flat characters .",0.25,negative,negative,,,
108079,5699,"Nothing here seems as funny as it did in Analyze This , not even Joe Viterelli as De Niro 's right-hand goombah .",0.22222,negative,negative,,,
147814,7862,Nothing in Waking Up in Reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,0.13889,negative,very negative,,,
225213,1431,Nothing is black and white .,0.52778,neutral,neutral,,,
46371,1623,Nothing is sacred in this gut-buster .,0.375,neutral,negative,,,
147817,7305,Nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows .,0.33333,neutral,negative,,,
147818,7843,Nothing more substantial than a fitfully clever doodle .,0.52778,neutral,neutral,,,
147820,8401,Nothing more than a mediocre trifle .,0.15278,negative,very negative,,,
186478,9288,Nothing more than a run-of-the-mill action flick .,0.5,neutral,neutral,,,
186479,9175,Nothing more than a stifling morality tale dressed up in peekaboo clothing .,0.20833,negative,negative,,,
147821,6833,Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .,0.30556,negative,negative,,,
108081,6675,Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .,0.19444,negative,very negative,,,
186483,9376,Nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,0.20833,negative,negative,,,
225217,3358,"Nothing overly original , mind you , but solidly entertaining .",0.68056,positive,positive,,,
147823,8049,Nothing plot-wise is worth e-mailing home about .,0.31944,negative,negative,,,
108084,5353,Nothing short of a masterpiece -- and a challenging one .,0.90278,positive,positive,,,
108085,4560,Nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .,0.83333,positive,positive,,,
186484,9644,"Nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams .",0.16667,negative,very negative,,,
225218,4840,Nothing too deep or substantial .,0.34722,neutral,negative,,,
225222,7781,"Nothing wrong with performances here , but the whiney characters bugged me .",0.375,neutral,negative,,,
225224,455,Notorious C.H.O. has oodles of vulgar highlights .,0.375,neutral,negative,,,
225234,2539,"Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unique way Shainberg goes about telling what at heart is a sweet little girl -",0.73611,positive,positive,,,
186487,11109,Novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .,0.25,negative,negative,,,
26246,984,"Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",0.84722,positive,positive,,,
225235,316,"Now , if it only had a brain .",0.25,negative,negative,,,
225236,9781,Now I can see why people thought I was too hard on `` The Mothman Prophecies '' .,0.44444,neutral,neutral,,,
67922,4059,"Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .",0.63889,neutral,positive,,,
225237,9876,Now he makes them .,0.5,neutral,neutral,,,
147828,7283,Now here 's a sadistic bike flick that would have made Vittorio De Sica proud .,0.61111,neutral,positive,,,
225238,8473,"Now it 's a bad , embarrassing movie .",0.069444,negative,very negative,,,
147830,8577,Now it 's just tired .,0.30556,negative,negative,,,
19148,231,"Now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .",0.77778,positive,positive,,,
26250,918,Noyce 's film is contemplative and mournfully reflective .,0.61111,neutral,positive,,,
225240,4592,"Noyce 's greatest mistake is thinking that we needed sweeping , dramatic , Hollywood moments to keep us",0.38889,neutral,negative,,,
108087,5350,Noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .,0.59722,neutral,neutral,,,
26252,946,Noyce films it more as a shocking history lesson than as drama .,0.52778,neutral,neutral,,,
67923,4045,Noyce has worked wonders with the material .,0.80556,positive,positive,,,
67932,4308,"O Fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing .",0.63889,neutral,positive,,,
225254,6473,"O.K. , not really .",0.44444,neutral,neutral,,,
225255,3546,OK arthouse .,0.47222,neutral,neutral,,,
186496,9390,Observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .,0.58333,neutral,neutral,,,
147840,8156,Obstacles are too easily overcome and there is n't much in the way of character development in the script .,0.19444,negative,very negative,,,
186499,10473,"Obvious , obnoxious and didactic burlesque .",0.069444,negative,very negative,,,
225256,11749,Obvious .,0.38889,neutral,negative,,,
225257,8055,Obvious politics and rudimentary animation reduce the chances that the appeal of Hey Arnold !,0.36111,neutral,negative,,,
26256,838,"Occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded critic smacks into something truly new .",0.75,positive,positive,,,
26257,976,Occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,0.55556,neutral,neutral,,,
147847,7244,"Occasionally funny , sometimes inspiring , often boring .",0.55556,neutral,neutral,,,
26259,816,"Occasionally funny and consistently odd , and it works reasonably well as a star vehicle for Zhao .",0.77778,positive,positive,,,
147851,7286,"Occasionally interesting but essentially unpersuasive , a footnote to a still evolving story .",0.43056,neutral,neutral,,,
108092,5853,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",0.31944,negative,negative,,,
14348,27,"Occasionally melodramatic , it 's also extremely effective .",0.77778,positive,positive,,,
225268,11759,Odd and weird .,0.31944,negative,negative,,,
108094,5511,"Oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .",0.61111,neutral,positive,,,
225270,11693,Oddly compelling .,0.76389,positive,positive,,,
108100,6025,"Oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",0.19444,negative,very negative,,,
225271,8253,"Oedekerk wrote Patch Adams , for which he should not be forgiven .",0.19444,negative,very negative,,,
225274,10962,"Of all the Halloween 's , this is the most visually unappealing .",0.13889,negative,very negative,,,
225276,7698,"Of course , by more objective measurements it 's still quite bad .",0.23611,negative,negative,,,
108107,5814,"Off the Hook is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .",0.25,negative,negative,,,
147865,8226,"Offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented .",0.30556,negative,negative,,,
14350,21,Offers a breath of the fresh air of true sophistication .,0.88889,positive,positive,,,
67949,2438,Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film .,0.83333,positive,positive,,,
67952,4219,Offers a guilt-free trip into feel-good territory .,0.83333,positive,positive,,,
67954,3085,Offers a persuasive look at a defeated but defiant nation in flux .,0.77778,positive,positive,,,
147866,6764,Offers absolutely nothing I had n't already seen .,0.20833,negative,negative,,,
67957,2659,Offers an interesting look at the rapidly changing face of Beijing .,0.68056,positive,positive,,,
26263,800,"Offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works .",0.44444,neutral,neutral,,,
225277,2814,"Offers big , fat , dumb laughs that may make you hate yourself for giving in .",0.375,neutral,negative,,,
26265,657,Offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,0.875,positive,positive,,,
108108,4581,Offers laughs and insight into one of the toughest ages a kid can go through .,0.69444,positive,positive,,,
46379,1370,"Offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends .",0.69444,positive,positive,,,
108114,6342,"Offers no new insight on the matter , nor do its characters exactly spring to life .",0.15278,negative,very negative,,,
14351,7,Offers that rare combination of entertainment and education .,0.83333,positive,positive,,,
67960,3553,Offers the flash of rock videos fused with solid performances and eerie atmosphere .,0.83333,positive,positive,,,
147872,7823,"Offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .",0.20833,negative,negative,,,
225278,9334,"Officially , it is twice as bestial but half as funny .",0.30556,negative,negative,,,
147876,9019,"Oft-described as the antidote to American Pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",0.33333,neutral,negative,,,
108119,5597,"Often demented in a good way , but it is an uneven film for the most part .",0.33333,neutral,negative,,,
19157,406,"Often gruelling and heartbreaking to witness , but Seldahl and Wollter 's sterling performances raise this far above the level of the usual maudlin disease movie .",0.875,positive,positive,,,
26270,821,"Often hilarious , well-shot and , importantly , entertaining , Hell House is a fascinating document of an event that has to be seen to be believed .",0.90278,positive,positive,,,
225280,11631,Often hilarious .,0.77778,positive,positive,,,
186513,10552,"Often likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy .",0.72222,positive,positive,,,
225281,10303,"Often lingers just as long on the irrelevant as on the engaging , which gradually turns What Time Is It There ?",0.20833,negative,negative,,,
67962,4039,"Often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself .",0.77778,positive,positive,,,
26272,877,Often moving and explores the discomfort inherent in the contacts between the American ` hosts ' and their ` guests . ',0.56944,neutral,neutral,,,
67966,3506,"Often overwrought and at times positively irritating , the film turns into an engrossing thriller almost in spite of itself .",0.55556,neutral,neutral,,,
108125,4856,Often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .,0.80556,positive,positive,,,
225282,8516,Often silly -- and gross -- but it 's rarely as moronic as some campus gross-out films .,0.38889,neutral,negative,,,
108127,5427,"Oh , James !",0.61111,neutral,positive,,,
225283,6798,"Oh , and Booty Call .",0.55556,neutral,neutral,,,
225284,11460,"Oh , and more entertaining , too .",0.66667,positive,positive,,,
225285,8359,"Oh , it 's extreme , all right .",0.59722,neutral,neutral,,,
225286,10365,"Oh , look at that clever angle !",0.66667,positive,positive,,,
225287,7483,Oh come on .,0.27778,negative,negative,,,
46388,1735,"Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .",0.51389,neutral,neutral,,,
108135,5484,Old-fashioned but thoroughly satisfying entertainment .,0.79167,positive,positive,,,
26275,1316,Old-form moviemaking at its best .,0.88889,positive,positive,,,
108136,4717,Oliveira seems to pursue silent film representation with every mournful composition .,0.5,neutral,neutral,,,
186522,9674,"On a certain base level , Blue Crush delivers what it promises , just not well enough to recommend it .",0.43056,neutral,neutral,,,
108140,5696,"On a cutting room floor somewhere lies ... footage that might have made No Such Thing a trenchant , ironic cultural satire instead of a frustrating misfire .",0.13889,negative,very negative,,,
225294,10296,"On its icy face , the new film is a subzero version of Monsters , Inc. , without the latter 's imagination , visual charm or texture .",0.069444,negative,very negative,,,
67980,3003,"On its own , Big Trouble could be considered a funny little film .",0.70833,positive,positive,,,
225295,5705,"On its own , it 's not very interesting .",0.31944,negative,negative,,,
26280,691,"On its own cinematic terms , it successfully showcases the passions of both the director and novelist Byatt .",0.83333,positive,positive,,,
67982,3408,"On its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny .",0.66667,positive,positive,,,
225296,2180,"On that score , the film certainly does n't disappoint .",0.80556,positive,positive,,,
46403,2025,"On the Granger Movie Gauge of 1 to 10 , The Powerpuff Girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .",0.66667,positive,positive,,,
147885,7516,"On the bright side , it contains Jesse Ventura 's best work since the XFL .",0.58333,neutral,neutral,,,
225297,11188,"On the evidence before us , the answer is clear : Not easily and , in the end , not well enough .",0.20833,negative,negative,,,
46405,1559,"On the heels of The Ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness .",0.625,neutral,positive,,,
147890,8946,On the right track to something that 's creepy and effective ... It 's just going to take more than a man in a Bullwinkle costume to get there .,0.27778,negative,negative,,,
14355,110,"On the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with Piesiewicz 's and Kieslowski 's earlier work , films like The Double Life of Veronique .",0.61111,neutral,positive,,,
46407,1905,"On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .",0.63889,neutral,positive,,,
147892,7821,"On the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality .",0.19444,negative,very negative,,,
26282,1263,"On this tricky topic , Tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion .",0.875,positive,positive,,,
147898,7091,"Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",0.11111,negative,very negative,,,
108142,6412,"Once again , director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .",0.33333,neutral,negative,,,
26285,1113,"Once again , director Jackson strikes a rewarding balance between emotion on the human scale and action\/effects on the spectacular scale .",0.75,positive,positive,,,
186527,10801,"Once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle .",0.40278,neutral,neutral,,,
225298,2964,"Once folks started hanging out at the barbershop , they never wanted to leave .",0.76389,positive,positive,,,
186529,11135,"Once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",0.33333,neutral,negative,,,
225300,6934,"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",0.069444,negative,very negative,,,
147902,7415,"Once the 50 year old Benigni appears as the title character , we find ourselves longing for the block of wood to come back .",0.34722,neutral,negative,,,
147904,8864,"Once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care .",0.27778,negative,negative,,,
46409,2226,"Once the downward spiral comes to pass , Auto Focus bears out as your typical junkie opera ...",0.31944,negative,negative,,,
186531,10986,"Once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .",0.15278,negative,very negative,,,
26287,892,Once you get into its rhythm ... the movie becomes a heady experience .,0.63889,neutral,positive,,,
19160,430,One Hour Photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight .,0.30556,negative,negative,,,
46414,2211,"One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin .",0.30556,negative,negative,,,
186537,9277,One big blustery movie where nothing really happens .,0.22222,negative,negative,,,
67989,3908,One ca n't deny its seriousness and quality .,0.76389,positive,positive,,,
186540,10138,One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .,0.19444,negative,very negative,,,
108146,5775,One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,0.38889,neutral,negative,,,
46416,1933,"One feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism .",0.76389,positive,positive,,,
46418,1538,One from the heart .,0.75,positive,positive,,,
108148,5239,One funny popcorn flick .,0.77778,positive,positive,,,
186544,11454,One gets the impression the creators of Do n't Ask Do n't Tell laughed a hell of a lot at their own jokes .,0.44444,neutral,neutral,,,
147906,8233,One groan-inducing familiarity begets another .,0.22222,negative,negative,,,
147907,7125,One just waits grimly for the next shock without developing much attachment to the characters .,0.48611,neutral,neutral,,,
186548,11416,One key problem with these ardently Christian storylines is that there is never any question of how things will turn out .,0.36111,neutral,negative,,,
186550,10689,"One long , numbing action sequence made up mostly of routine stuff Yuen has given us before .",0.26389,negative,negative,,,
147910,7685,One long string of cliches .,0.22222,negative,negative,,,
225305,11728,One lousy movie .,0.20833,negative,negative,,,
225308,8365,"One minute , you think you 're watching a serious actioner ; the next , it 's as though clips from The Pink Panther Strikes Again and\/or Sailor Moon have been spliced in .",0.33333,neutral,negative,,,
26292,1307,"One of creepiest , scariest movies to come along in a long , long time , easily rivaling Blair Witch or The Others .",0.66667,positive,positive,,,
67991,3591,"One of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .",0.88889,positive,positive,,,
26294,494,"One of the best examples of how to treat a subject , you 're not fully aware is being examined , much like a photo of yourself you did n't know was being taken .",0.84722,positive,positive,,,
67993,2725,"One of the best films I have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .",0.76389,positive,positive,,,
26296,1183,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece .,0.91667,positive,positive,,,
67996,2760,"One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .",0.98611,positive,positive,,,
67998,3417,One of the best inside-show-biz yarns ever .,0.875,positive,positive,,,
108155,5139,One of the best looking and stylish animated movies in quite a while ...,0.93056,positive,positive,,,
68000,3852,One of the best movies of the year .,0.84722,positive,positive,,,
108159,5531,One of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect .,0.77778,positive,positive,,,
225309,994,One of the best of the year .,0.83333,positive,positive,,,
225311,2811,One of the best rock documentaries ever .,0.88889,positive,positive,,,
46421,1719,"One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .",0.88889,positive,positive,,,
108161,4483,One of the film 's most effective aspects is its Tchaikovsky soundtrack of neurasthenic regret .,0.48611,neutral,neutral,,,
68004,2401,"One of the finest , most humane and important Holocaust movies ever made .",0.98611,positive,positive,,,
108164,5516,One of the funnier movies in town .,0.88889,positive,positive,,,
68010,3304,"One of the funniest motion pictures of the year , but ... also one of the most curiously depressing .",0.76389,positive,positive,,,
14357,15,"One of the greatest family-oriented , fantasy-adventure movies ever .",0.93056,positive,positive,,,
68012,3294,One of the greatest films I 've ever seen .,0.95833,positive,positive,,,
19161,271,One of the greatest romantic comedies of the past decade .,0.97222,positive,positive,,,
225312,7180,One of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from Ms. Spears .,0.18056,negative,very negative,,,
46423,1338,One of the more intelligent children 's movies to hit theaters this year .,0.90278,positive,positive,,,
147915,7498,"One of the more irritating cartoons you will see this , or any , year .",0.027778,negative,very negative,,,
186558,10677,One of the most depressing movie-going experiences I can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,0.20833,negative,negative,,,
108167,5213,One of the most exciting action films to come out of China in recent years .,0.875,positive,positive,,,
68015,2567,One of the most genuinely sweet films to come along in quite some time .,0.94444,positive,positive,,,
46425,2134,One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .,0.75,positive,positive,,,
26298,1086,"One of the most haunting , viciously honest coming-of-age films in recent memory .",0.75,positive,positive,,,
186560,9443,One of the most highly-praised disappointments I 've had the misfortune to watch in quite some time .,0.16667,negative,very negative,,,
108169,5540,One of the most important and exhilarating forms of animated filmmaking since old Walt doodled Steamboat Willie .,0.80556,positive,positive,,,
108171,6195,One of the most incoherent features in recent memory .,0.069444,negative,very negative,,,
108173,4632,"One of the most original American productions this year , you 'll find yourself remembering this refreshing visit to a Sunshine State .",0.94444,positive,positive,,,
186562,11366,"One of the most plain , unimaginative romantic comedies I 've ever seen .",0.29167,negative,negative,,,
26299,1203,One of the most significant moviegoing pleasures of the year .,0.97222,positive,positive,,,
108175,4867,One of the most slyly exquisite anti-adult movies ever made .,0.84722,positive,positive,,,
108177,4863,One of the most splendid entertainments to emerge from the French film industry in years .,0.93056,positive,positive,,,
186564,9111,One of the most unpleasant things the studio has ever produced .,0.055556,negative,very negative,,,
108180,5870,One of the oddest and most inexplicable sequels in movie history .,0.52778,neutral,neutral,,,
108182,4718,"One of the pleasures in Walter 's documentary ... is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject 's mysterious personality without ever explaining him .",0.55556,neutral,neutral,,,
68017,3590,"One of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised .",0.625,neutral,positive,,,
46429,1417,One of the smartest takes on singles culture I 've seen in a long time .,0.83333,positive,positive,,,
68019,3098,One of the very best movies ever made about the life of moviemaking .,0.84722,positive,positive,,,
186566,10328,One of the worst films of 2002 .,0.013889,negative,very negative,,,
186568,11613,One of the worst movies of the year .,0.069444,negative,very negative,,,
186568,11616,One of the worst movies of the year .,0.069444,negative,very negative,,,
108184,5335,"One of the year 's best films , featuring an Oscar-worthy performance by Julianne Moore .",0.875,positive,positive,,,
68021,3416,One of the year 's most weirdly engaging and unpredictable character pieces .,0.83333,positive,positive,,,
108190,6565,"One of these days Hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .",0.38889,neutral,negative,,,
186572,10796,"One of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",0.5,neutral,neutral,,,
186574,9611,One of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .,0.22222,negative,negative,,,
46433,1609,"One of those energetic surprises , an original that pleases almost everyone who sees it .",0.97222,positive,positive,,,
68023,4399,One of those exceedingly rare films in which the talk alone is enough to keep us involved .,0.875,positive,positive,,,
108193,6691,One of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .,0.20833,negative,negative,,,
108195,6368,One of those films that started with a great premise and then just fell apart .,0.125,negative,very negative,,,
186576,9806,"One of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .",0.23611,negative,negative,,,
108196,5588,One of those joyous films that leaps over national boundaries and celebrates universal human nature .,0.77778,positive,positive,,,
108198,5075,"One of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .",0.80556,positive,positive,,,
108200,4631,One of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .,0.69444,positive,positive,,,
147921,8948,"One of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .",0.30556,negative,negative,,,
147922,7805,"One of those pictures whose promising , if rather precious , premise is undercut by amateurish execution .",0.33333,neutral,negative,,,
26301,536,"One of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",0.81944,positive,positive,,,
68025,3671,"One of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace .",0.77778,positive,positive,,,
